ticker,name,sector,marketCap,dividendYield_%,profitMargins_%
CSX,CSX Corporation,Industrials,71308058624.0,1.24,28.243000000000002
FISV,"Fiserv, Inc.",Technology,70136446976.0,0.0,11.924
PNC,"The PNC Financial Services Group, Inc.",Financial Services,69021499392.0,3.6199997999999995,27.148
EW,Edwards Lifesciences Corporation,Healthcare,63819423744.0,0.0,27.177998
LRCX,Lam Research Corporation,Technology,70772621312.0,1.2,26.733
PGR,The Progressive Corporation,Financial Services,66148237312.0,0.34999999,1.7860001
D,"Dominion Energy, Inc.",Utilities,66542043136.0,3.26,20.809999
EQIX,"Equinix, Inc.",Real Estate,62012276736.0,1.76,9.748
CL,Colgate-Palmolive Company,Consumer Defensive,67647066112.0,2.39,10.983
TFC,Truist Financial Corporation,Financial Services,66237239296.0,4.1199997,27.793
ITW,Illinois Tool Works Inc.,Industrials,64314212352.0,2.35,18.080999000000002
SHW,The Sherwin-Williams Company,Basic Materials,63873568768.0,0.9900000000000001,8.445
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,61832925184.0,0.0,48.059000000000005
MRNA,"Moderna, Inc.",Healthcare,65200410624.0,0.0,64.76999500000001
NSC,Norfolk Southern Corporation,Industrials,60354424832.0,1.97,25.570999999999998
EOG,"EOG Resources, Inc.",Energy,62715797504.0,2.7,19.464001
GD,General Dynamics Corporation,Industrials,63394791424.0,2.22,8.605
AON,Aon plc,Financial Services,61750247424.0,0.77,11.958
ATVI,"Activision Blizzard, Inc.",Communication Services,61781475328.0,0.58999998,29.834
HCA,"HCA Healthcare, Inc.",Healthcare,65772036096.0,1.05,10.8330004
FIS,"Fidelity National Information Services, Inc.",Technology,62227275776.0,1.8399999999999999,6.433000399999999
HUM,Humana Inc.,Healthcare,61489381376.0,0.64999997,3.472
FDX,FedEx Corporation,Industrials,61809319936.0,1.97,4.091
PSA,Public Storage,Real Estate,56278437888.0,2.4500001,54.896
BSX,Boston Scientific Corporation,Healthcare,59080081408.0,0.0,7.17
OXY,Occidental Petroleum Corporation,Energy,60764803072.0,0.7900001,25.313999999999997
ETN,Eaton Corporation plc,Industrials,58351054848.0,2.18,11.214
MCO,Moody's Corporation,Financial Services,57166110720.0,0.8999999999999999,28.921000000000003
ICE,"Intercontinental Exchange, Inc.",Financial Services,56712253440.0,1.49,56.14
DG,Dollar General Corporation,Consumer Defensive,58070155264.0,0.89,6.578
SNPS,"Synopsys, Inc.",Technology,56520421376.0,0.0,21.192
PXD,Pioneer Natural Resources Company,Energy,55640580096.0,5.21,20.030001
F,Ford Motor Company,Consumer Cyclical,60582993920.0,2.7199999999999998,7.8839995
KLAC,KLA Corporation,Technology,58024222720.0,1.0999999999999999,36.060002000000004
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,54676537344.0,1.94,16.394000000000002
EMR,Emerson Electric Co.,Industrials,53082738688.0,2.29,15.162999999999998
APD,"Air Products and Chemicals, Inc.",Basic Materials,54117498880.0,2.6099999,19.629999
MNST,Monster Beverage Corporation,Consumer Defensive,51273572352.0,0.0,23.323
GM,General Motors Company,Consumer Cyclical,52455702528.0,0.0,6.654999999999999
CNC,Centene Corporation,Healthcare,54446661632.0,0.0,1.428
MAR,"Marriott International, Inc.",Consumer Cyclical,51536080896.0,0.76,37.818000000000005
SRE,Sempra,Utilities,52275466240.0,2.76,7.788
MET,"MetLife, Inc.",Financial Services,52160331776.0,3.1600002000000003,9.632
SLB,Schlumberger Limited,Energy,51462492160.0,1.8900000000000001,10.5620004
AEP,"American Electric Power Company, Inc.",Utilities,48874561536.0,3.17,14.366999999999999
CDNS,"Cadence Design Systems, Inc.",Technology,50841513984.0,0.0,23.608999
MCK,McKesson Corporation,Healthcare,51162210304.0,0.63,0.422
HSY,The Hershey Company,Consumer Defensive,47207878656.0,1.82,16.756001
NXPI,NXP Semiconductors N.V.,Technology,47992926208.0,1.8399999999999999,19.825001
MPC,Marathon Petroleum Corporation,Energy,57631346688.0,2.53,7.964
STZ,"Constellation Brands, Inc.",Consumer Defensive,45937258496.0,1.2999999,13.729
ECL,Ecolab Inc.,Basic Materials,47386722304.0,1.24,8.1709996
PAYX,"Paychex, Inc.",Industrials,45585252352.0,2.4600001,30.201
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,47735574528.0,0.0,15.55
ROP,"Roper Technologies, Inc.",Industrials,44968255488.0,0.5700000000000001,47.592
ADSK,"Autodesk, Inc.",Technology,47553761280.0,0.0,10.662
APH,Amphenol Corporation,Technology,45713264640.0,1.04,14.997
KHC,The Kraft Heinz Company,Consumer Defensive,45399642112.0,4.34,5.9180003
KMB,Kimberly-Clark Corporation,Consumer Defensive,44783357952.0,3.52,8.871
EXC,Exelon Corporation,Utilities,44836315136.0,2.9000001,6.9970004
LHX,"L3Harris Technologies, Inc.",Industrials,47873011712.0,1.87,11.364
VLO,Valero Energy Corporation,Energy,46194380800.0,3.54,4.715
ADM,Archer-Daniels-Midland Company,Consumer Defensive,46316122112.0,1.9299999,3.8129999999999997
GIS,"General Mills, Inc.",Consumer Defensive,45650702336.0,2.8900001,14.254
SYY,Sysco Corporation,Consumer Defensive,43785949184.0,2.31,1.5190001
O,Realty Income Corporation,Real Estate,41187692544.0,4.01,18.912001
RSG,"Republic Services, Inc.",Industrials,43832041472.0,1.3300001000000001,11.540000000000001
FCX,Freeport-McMoRan Inc.,Basic Materials,43070226432.0,1.9,20.076999
IQV,IQVIA Holdings Inc.,Healthcare,44590645248.0,0.0,8.206
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,43605647360.0,0.0,9.2810005
CTAS,Cintas Corporation,Industrials,43824992256.0,0.9400000000000001,15.732999
PSX,Phillips 66,Energy,38360203264.0,4.36,3.675
COF,Capital One Financial Corporation,Financial Services,45516017664.0,2.19,32.61
AZO,"AutoZone, Inc.",Consumer Cyclical,44444844032.0,0.0,15.207
CTVA,"Corteva, Inc.",Basic Materials,40629387264.0,1.04,10.715999499999999
TEL,TE Connectivity Ltd.,Technology,42874265600.0,1.68,15.972
KMI,"Kinder Morgan, Inc.",Energy,40428273664.0,6.17,13.757
WMB,"The Williams Companies, Inc.",Energy,39925886976.0,4.99,13.564000000000002
AIG,"American International Group, Inc.",Financial Services,42104410112.0,2.4699999999999998,18.3
DVN,Devon Energy Corporation,Energy,41046511616.0,8.08,24.027
A,"Agilent Technologies, Inc.",Healthcare,39646691328.0,0.63,19.35
XEL,Xcel Energy Inc.,Utilities,39565746176.0,2.6600001,11.66
MSI,"Motorola Solutions, Inc.",Technology,40106278912.0,1.3200001,15.296000000000001
WBD,"Warner Bros. Discovery, Inc.",Communication Services,0.0,0.0,10.5270006
DLR,"Digital Realty Trust, Inc.",Real Estate,36685148160.0,3.6799999999999997,29.705
MCHP,Microchip Technology Incorporated,Technology,38270562304.0,1.6,18.846
WELL,Welltower Inc.,Real Estate,36419461120.0,2.8299998,6.419999999999999
EA,Electronic Arts Inc.,Communication Services,36451123200.0,0.58,11.286
DOW,Dow Inc.,Basic Materials,38127104000.0,5.2600004,11.058
MSCI,MSCI Inc.,Financial Services,39383965696.0,1.04,36.846000000000004
ENPH,"Enphase Energy, Inc.",Technology,39588663296.0,0.0,11.706999999999999
AJG,Arthur J. Gallagher & Co.,Financial Services,36249305088.0,1.17999995,12.659999999999998
TRV,"The Travelers Companies, Inc.",Financial Services,37189320704.0,2.3800000000000003,9.9659994
PRU,"Prudential Financial, Inc.",Financial Services,36746248192.0,4.82,7.2459996
DLTR,"Dollar Tree, Inc.",Consumer Defensive,36995600384.0,0.0,5.5710003
JCI,Johnson Controls International plc,Industrials,37399162880.0,2.5899999,5.0009999999999994
NEM,Newmont Corporation,Basic Materials,35588657152.0,4.9099997,6.4050004
AFL,Aflac Incorporated,Financial Services,37838254080.0,2.7199999999999998,18.893999
SBAC,SBA Communications Corporation,Real Estate,36479074304.0,0.84,14.446001
PH,Parker-Hannifin Corporation,Industrials,36661760000.0,1.8499999999999999,10.821
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,35295248384.0,0.47000000000000003,30.633
RMD,ResMed Inc.,Healthcare,34991370240.0,0.69999998,22.022
ANET,"Arista Networks, Inc.",Technology,35997122560.0,0.0,29.552
SPG,"Simon Property Group, Inc.",Real Estate,39651831808.0,6.260000000000001,43.136
YUM,"Yum! Brands, Inc.",Consumer Cyclical,34827079680.0,1.8599999999999999,24.801001
ED,"Consolidated Edison, Inc.",Utilities,34738626560.0,3.2099999999999995,10.876001
CTSH,Cognizant Technology Solutions Corporation,Technology,34986733568.0,1.59,11.738
NUE,Nucor Corporation,Basic Materials,34620678144.0,1.48,21.029
BK,The Bank of New York Mellon Corporation,Financial Services,34708025344.0,3.42,21.252
GPN,Global Payments Inc.,Industrials,35600732160.0,0.7799999999999999,0.8710000000000001
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,33749235712.0,4.81,3.9989999999999997
HPQ,HP Inc.,Technology,33857746944.0,2.97,9.609999499999999
TT,Trane Technologies plc,Industrials,34157590528.0,1.82,10.007000000000001
HES,Hess Corporation,Energy,34117537792.0,1.37,16.186
ILMN,"Illumina, Inc.",Healthcare,34426892288.0,0.0,15.055999
IDXX,"IDEXX Laboratories, Inc.",Healthcare,33512990720.0,0.0,22.434
CARR,Carrier Global Corporation,Industrials,34008367104.0,1.48,13.496
TDG,TransDigm Group Incorporated,Industrials,34194573312.0,0.0,17.695999
ODFL,"Old Dominion Freight Line, Inc.",Industrials,33344212992.0,0.4,20.774001000000002
KR,The Kroger Co.,Consumer Defensive,33473896448.0,2.23,1.543
PEG,Public Service Enterprise Group Incorporated,Utilities,32526725120.0,3.2899998,-14.191999999999998
VICI,VICI Properties Inc.,Real Estate,32937781248.0,4.2600001999999995,33.78
OTIS,Otis Worldwide Corporation,Industrials,32551170048.0,1.5,8.828
WEC,"WEC Energy Group, Inc.",Utilities,32694839296.0,2.7999999,15.892999999999999
TSN,"Tyson Foods, Inc.",Consumer Defensive,31639152640.0,2.09,7.896
ALL,The Allstate Corporation,Financial Services,31815532544.0,2.93,7.204000000000001
IFF,International Flavors & Fragrances Inc.,Basic Materials,31892975616.0,2.55,4.478
PCAR,PACCAR Inc,Industrials,31553775616.0,1.5,8.666000499999999
TWTR,"Twitter, Inc.",Communication Services,31359780864.0,0.0,-2.138
MTB,M&T Bank Corporation,Financial Services,30585169920.0,2.73,29.610999999999997
BIIB,Biogen Inc.,Healthcare,30350381056.0,0.0,19.364999
GLW,Corning Incorporated,Technology,30524434432.0,2.97,13.725000000000001
PPG,"PPG Industries, Inc.",Basic Materials,29762369536.0,1.9199998999999999,6.2010000000000005
DD,"DuPont de Nemours, Inc.",Basic Materials,29784426496.0,2.16,9.231
ABC,AmerisourceBergen Corporation,Healthcare,29913552896.0,1.26,0.75199995
BAX,Baxter International Inc.,Healthcare,29652617216.0,1.9800000000000002,7.123
CMI,Cummins Inc.,Industrials,30845433856.0,2.8399997999999997,8.004
ES,Eversource Energy,Utilities,31268159488.0,2.86,12.092
CPRT,"Copart, Inc.",Consumer Cyclical,30430461952.0,0.0,32.153999999999996
VRSK,"Verisk Analytics, Inc.",Industrials,29840318464.0,0.64999997,32.917
AVB,"AvalonBay Communities, Inc.",Real Estate,28603967488.0,3.06,0.0
LVS,Las Vegas Sands Corp.,Consumer Cyclical,29152552960.0,0.0,45.393001999999996
MTD,Mettler-Toledo International Inc.,Healthcare,30637228032.0,0.0,21.23
EQR,Equity Residential,Real Estate,29468858368.0,3.2099999999999995,48.062
LYB,LyondellBasell Industries N.V.,Basic Materials,27880828928.0,5.47,10.1730004
KEYS,"Keysight Technologies, Inc.",Technology,29345593344.0,0.0,19.899
ROK,"Rockwell Automation, Inc.",Industrials,28657893376.0,1.77,9.0270005
FAST,Fastenal Company,Industrials,29354602496.0,2.41,15.701
AMP,"Ameriprise Financial, Inc.",Financial Services,28721664000.0,1.8499999999999999,23.482001
ROST,"Ross Stores, Inc.",Consumer Cyclical,27934595072.0,1.50999995,8.458999500000001
AWK,"American Water Works Company, Inc.",Utilities,28264085504.0,1.67,33.987
ON,ON Semiconductor Corporation,Technology,28499245056.0,0.0,22.599000999999998
APTV,Aptiv PLC,Consumer Cyclical,28821639168.0,0.0,2.434
AME,"AMETEK, Inc.",Industrials,28819875840.0,0.72000003,18.021
CBRE,"CBRE Group, Inc.",Real Estate,27694931968.0,0.0,6.734999999999999
ALB,Albemarle Corporation,Basic Materials,28562690048.0,0.66000004,7.758999599999999
FRC,First Republic Bank,Financial Services,27994767360.0,0.69,29.291
TROW,"T. Rowe Price Group, Inc.",Financial Services,27678867456.0,3.8900003,33.261
DFS,Discover Financial Services,Financial Services,27360808960.0,2.3800000000000003,42.205999999999996
DHI,"D.R. Horton, Inc.",Consumer Cyclical,25769191424.0,1.15,17.416999999999998
WY,Weyerhaeuser Company,Real Estate,26555099136.0,1.95,23.101
EBAY,eBay Inc.,Consumer Cyclical,27113148416.0,1.83,113.259
OKE,"ONEOK, Inc.",Energy,26265487360.0,6.329999999999999,8.008
HRL,Hormel Foods Corporation,Consumer Defensive,26969706496.0,2.11,7.704
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,26053033984.0,2.87,12.581000000000001
HAL,Halliburton Company,Energy,25938597888.0,1.7000000000000002,8.185001
EFX,Equifax Inc.,Industrials,25777440768.0,0.75,14.544
BKR,Baker Hughes Company,Energy,25896626176.0,2.8800000999999997,-2.2780001000000003
STT,State Street Corporation,Financial Services,25446588416.0,3.58,22.872
GWW,"W.W. Grainger, Inc.",Industrials,27483166720.0,1.25,9.2650004
EXR,Extra Space Storage Inc.,Real Estate,26328666112.0,3.17,48.818
WST,"West Pharmaceutical Services, Inc.",Healthcare,25449412608.0,0.21,23.41
EIX,Edison International,Utilities,26173863936.0,4.18,3.053
DTE,DTE Energy Company,Utilities,25166305280.0,2.7199999999999998,4.2659997999999995
K,Kellogg Company,Consumer Defensive,24958679040.0,3.1600002000000003,10.807
LEN,Lennar Corporation,Consumer Cyclical,23292753920.0,1.76,14.770000999999999
ANSS,"ANSYS, Inc.",Technology,24017965056.0,0.0,23.023
CDW,CDW Corporation,Technology,24524904448.0,1.0999999999999999,4.5879997
CTRA,Coterra Energy Inc.,Energy,23674550272.0,1.96,31.513999999999996
DRE,Duke Realty Corporation,Real Estate,24215994368.0,1.79,84.573996
AEE,Ameren Corporation,Utilities,23893745664.0,2.54,15.709000000000001
BALL,Ball Corporation,Consumer Cyclical,23395764224.0,1.09,7.804
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,21135642624.0,1.1900000000000002,14.71
LH,Laboratory Corporation of America Holdings,Healthcare,22976589824.0,1.1199999999999999,12.666
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,23904350208.0,0.8699999999999999,2.7560001
MKC,"McCormick & Company, Incorporated",Consumer Defensive,23709052928.0,1.6900001000000002,10.778
ETR,Entergy Corporation,Utilities,23410380800.0,3.5000000000000004,9.004
SIVB,SVB Financial Group,Financial Services,23643746304.0,0.0,28.549000000000003
FE,FirstEnergy Corp.,Utilities,22672953344.0,3.85,11.9720004
FITB,Fifth Third Bancorp,Financial Services,23116460032.0,3.52,31.052000000000003
LUV,Southwest Airlines Co.,Industrials,22307004416.0,0.0,4.709
FTV,Fortive Corporation,Technology,22917558272.0,0.43,11.883000000000001
ALGN,"Align Technology, Inc.",Healthcare,22162472960.0,0.0,15.515
VMC,Vulcan Materials Company,Basic Materials,21909233664.0,0.97,9.991999999999999
WAT,Waters Corporation,Healthcare,20513130496.0,0.0,24.566999
FANG,"Diamondback Energy, Inc.",Energy,22144260096.0,2.22,36.036998
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,21087496192.0,0.0,11.927
MPWR,"Monolithic Power Systems, Inc.",Technology,23588298752.0,0.64999997,22.398001
MLM,"Martin Marietta Materials, Inc.",Basic Materials,22091036672.0,0.69,14.430000000000001
TSCO,Tractor Supply Company,Consumer Cyclical,21078568960.0,1.9,7.761
IT,"Gartner, Inc.",Technology,23331342336.0,0.0,16.391
URI,"United Rentals, Inc.",Industrials,21982414848.0,0.0,16.406000000000002
VTR,"Ventas, Inc.",Real Estate,21299800064.0,3.35,3.6960002
GPC,Genuine Parts Company,Consumer Cyclical,21322137600.0,2.34,5.375
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,21226061824.0,2.75,31.348
LYV,"Live Nation Entertainment, Inc.",Communication Services,21900986368.0,0.0,-5.0619997
CEG,Constellation Energy Corporation,Utilities,21509861376.0,0.8500000000000001,3.526
PPL,PPL Corporation,Utilities,21414776832.0,3.1,10.432999599999999
PWR,"Quanta Services, Inc.",Industrials,19876390912.0,0.2,3.376
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,20430839808.0,0.0,12.026
HIG,"The Hartford Financial Services Group, Inc.",Financial Services,20345020416.0,2.4300002000000003,9.437
MTCH,"Match Group, Inc.",Communication Services,21907838976.0,0.0,9.119
NTRS,Northern Trust Corporation,Financial Services,20325386240.0,3.08,23.452999
DAL,"Delta Air Lines, Inc.",Industrials,20402921472.0,0.0,1.435
CTLT,"Catalent, Inc.",Healthcare,20036012032.0,0.0,10.908
VRSN,"VeriSign, Inc.",Technology,20717420544.0,0.0,59.089999999999996
RJF,"Raymond James Financial, Inc.",Financial Services,21261230080.0,1.38,13.858
CMS,CMS Energy Corporation,Utilities,20029327360.0,2.6800001,16.504999
CNP,"CenterPoint Energy, Inc.",Utilities,19953534976.0,2.27,19.304001
PAYC,"Paycom Software, Inc.",Technology,20357414912.0,0.0,19.639999
EPAM,"EPAM Systems, Inc.",Technology,20821860352.0,0.0,11.143
CF,"CF Industries Holdings, Inc.",Basic Materials,20478457856.0,1.68,19.73
AMCR,Amcor plc,Consumer Cyclical,19160317952.0,3.7600000000000002,6.75
RF,Regions Financial Corporation,Financial Services,19455219712.0,3.7900000000000005,33.565
ROL,"Rollins, Inc.",Consumer Cyclical,19253504000.0,1.04,12.989999999999998
IR,Ingersoll Rand Inc.,Industrials,19943340032.0,0.16999999999999998,14.116000000000001
DOV,Dover Corporation,Industrials,18823579648.0,1.5,13.900000000000002
PKI,"PerkinElmer, Inc.",Healthcare,19439407104.0,0.16999999999999998,13.428001
GRMN,Garmin Ltd.,Technology,18606651392.0,2.97,20.305
SEDG,"SolarEdge Technologies, Inc.",Technology,20239073280.0,0.0,7.7800006
VFC,V.F. Corporation,Consumer Cyclical,17221318656.0,4.3999999999999995,8.454
FOX,Fox Corporation,Communication Services,18008176640.0,1.55,8.329
BR,"Broadridge Financial Solutions, Inc.",Technology,18259277824.0,1.6400000000000001,9.993
FOXA,Fox Corporation,Communication Services,17941014528.0,1.45000005,8.329
HBAN,Huntington Bancshares Incorporated,Financial Services,19051329536.0,4.64,26.287
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,18591868928.0,0.88,6.734999999999999
MOH,"Molina Healthcare, Inc.",Healthcare,19001024512.0,0.0,2.555
ESS,"Essex Property Trust, Inc.",Real Estate,18866489344.0,3.1400003,24.014999
CFG,"Citizens Financial Group, Inc.",Financial Services,18205222912.0,4.4699997,26.227
HPE,Hewlett Packard Enterprise Company,Technology,18411507712.0,3.37,13.278
MOS,The Mosaic Company,Basic Materials,18903273472.0,1.15,19.659
